sample_id,sample_type,alumina_content,silica_content,calcia_content,sintering_temperature,holding_time,heating_rate,cooling_rate,alpha_alumina_phase,calcium_aluminate_phase,mullite_phase,glass_phase,grain_size,grain_uniformity,total_porosity,closed_porosity,open_porosity,pore_size,fracture_toughness,flexural_strength,youngs_modulus
CER-949,cooling_rate_series,92,5,3,1600,4,10,9.7,87.2,9.2,9.4,7.6,1.76,0.469,11.9,5.95,5.95,0.1,2.74,542.2,308.3
CER-950,cooling_rate_series,92,5,3,1600,4,10,9.8,86.4,8.2,9.5,6.2,1.38,0.5,13.21,6.61,6.61,0.1,2.58,519.7,305.5
CER-951,cooling_rate_series,92,5,3,1600,4,10,9.9,87,8.5,8.8,6.8,1.37,0.5,11.92,5.96,5.96,0.1,2.82,548.2,319.9
CER-952,cooling_rate_series,92,5,3,1600,4,10,10,88.6,8.4,9.1,7.1,1.7,0.499,11.97,5.99,5.99,0.1,2.41,521.6,318.2
CER-953,cooling_rate_series,92,5,3,1600,4,10,10.1,87.3,9.3,9.2,6.3,1.35,0.5,12.67,6.34,6.34,0.1,2.73,506.6,305.6
CER-954,cooling_rate_series,92,5,3,1600,4,10,10.2,87.9,8.5,9.3,5.7,1.14,0.5,12.09,6.04,6.04,0.1,2.69,554.7,317
CER-955,cooling_rate_series,92,5,3,1600,4,10,10.3,87.9,8.7,8.6,7,1.57,0.5,13.18,6.59,6.59,0.1,2.28,465.3,300.4
CER-956,cooling_rate_series,92,5,3,1600,4,10,10.4,86.8,8.2,9.7,5.9,1.4,0.5,13.47,6.73,6.73,0.1,2.42,528,301.9
CER-957,cooling_rate_series,92,5,3,1600,4,10,10.5,88.5,8,8.8,5.9,0.9,0.5,12.8,6.4,6.4,0.1,2.39,574.6,311.5
CER-958,cooling_rate_series,92,5,3,1600,4,10,10.6,88.3,7.8,8.2,6.6,1.08,0.5,11.8,5.9,5.9,0.1,2.38,575.3,316.2
CER-959,cooling_rate_series,92,5,3,1600,4,10,10.7,86.5,8.3,8.9,7.4,1.12,0.5,13.32,6.66,6.66,0.1,2.73,489.2,300.1
CER-960,cooling_rate_series,92,5,3,1600,4,10,10.8,85.9,8.4,8.5,8,1.2,0.5,12.38,6.19,6.19,0.1,2.61,543,301.5
CER-961,cooling_rate_series,92,5,3,1600,4,10,10.9,88.3,8.8,9.2,6.5,1.02,0.5,12.75,6.38,6.38,0.1,2.69,555.8,322.7
CER-962,cooling_rate_series,92,5,3,1600,4,10,11,87.5,9.5,8.9,8.1,1.1,0.5,12.98,6.49,6.49,0.1,2.66,497.8,296.7
CER-963,cooling_rate_series,92,5,3,1600,4,10,11.1,86.4,7.9,8.4,7.8,1.38,0.5,12.4,6.2,6.2,0.1,2.53,506.2,312
CER-964,cooling_rate_series,92,5,3,1600,4,10,11.2,87.6,8.7,8.9,6.4,0.99,0.5,11.88,5.94,5.94,0.1,2.5,567.3,313.4
CER-965,cooling_rate_series,92,5,3,1600,4,10,11.3,87.6,8.7,9.6,8.7,1.66,0.5,13.18,6.59,6.59,0.1,2.89,499.9,312.8
CER-966,cooling_rate_series,92,5,3,1600,4,10,11.4,88.3,8.3,9.3,6.9,1.65,0.5,12.45,6.22,6.22,0.1,2.75,526.1,313.4
CER-967,cooling_rate_series,92,5,3,1600,4,10,11.5,88.8,8.1,8.7,6.4,1.82,0.5,12.73,6.36,6.36,0.1,2.52,506.7,316.6
CER-968,cooling_rate_series,92,5,3,1600,4,10,11.6,87.9,8.3,7.7,7.3,1.15,0.5,13.42,6.71,6.71,0.1,2.66,511.7,295.8
CER-969,cooling_rate_series,92,5,3,1600,4,10,11.8,87,8.3,9.2,6.7,0.99,0.5,14.02,7.01,7.01,0.1,2.61,517.1,297.9
CER-970,cooling_rate_series,92,5,3,1600,4,10,11.9,86.5,7.7,8.9,7.4,1.2,0.5,12.88,6.44,6.44,0.1,2.57,533.6,310.4
CER-971,cooling_rate_series,92,5,3,1600,4,10,12,87,8.5,8.6,8.3,1.31,0.5,12.72,6.36,6.36,0.1,2.78,537.1,309.4
CER-972,cooling_rate_series,92,5,3,1600,4,10,12.1,88.4,8.3,9,6.3,1.34,0.5,12.7,6.35,6.35,0.1,2.54,531.6,312.1
CER-973,cooling_rate_series,92,5,3,1600,4,10,12.2,86.2,8.5,9.8,7,1.42,0.5,12.73,6.37,6.37,0.1,2.54,484.9,308.2
CER-974,cooling_rate_series,92,5,3,1600,4,10,12.3,85.1,7.9,8.2,6.9,1.56,0.5,13.26,6.63,6.63,0.1,2.36,471,305
CER-975,cooling_rate_series,92,5,3,1600,4,10,12.4,88.1,7.9,9.2,7.8,1.29,0.5,13.57,6.78,6.78,0.1,2.5,494.8,298.5
CER-976,cooling_rate_series,92,5,3,1600,4,10,12.5,85.9,8.5,8.6,7.5,1.11,0.5,12.3,6.15,6.15,0.1,2.85,533.2,304.7
CER-977,cooling_rate_series,92,5,3,1600,4,10,12.6,86.5,7.5,7.9,7.9,1.28,0.5,12.02,6.01,6.01,0.1,2.87,562.6,313.1
CER-978,cooling_rate_series,92,5,3,1600,4,10,12.7,86.3,8.5,8.4,7.7,1.15,0.5,12.92,6.46,6.46,0.1,2.39,507.7,304.8
CER-979,cooling_rate_series,92,5,3,1600,4,10,12.8,89.7,7.6,8.4,7.6,1.09,0.5,12.93,6.47,6.47,0.1,2.52,528.6,308.9
CER-980,cooling_rate_series,92,5,3,1600,4,10,12.9,86.5,8.7,8.5,7.4,1.35,0.5,12.5,6.25,6.25,0.1,2.38,509.4,307
CER-981,cooling_rate_series,92,5,3,1600,4,10,13,87,8.8,8.7,7.7,1.21,0.5,13.86,6.93,6.93,0.1,2.91,491,302.4
CER-982,cooling_rate_series,92,5,3,1600,4,10,13.1,86.6,7.9,8.5,7.5,1.37,0.5,13.46,6.73,6.73,0.1,2.9,506.8,305.7
CER-983,cooling_rate_series,92,5,3,1600,4,10,13.2,88.4,8.9,8,8.3,1.09,0.5,13.12,6.56,6.56,0.1,2.15,537.9,300.8
CER-984,cooling_rate_series,92,5,3,1600,4,10,13.3,82.9,8.2,8.7,7.3,0.99,0.5,13.59,6.8,6.8,0.1,2.55,499.4,294.7
CER-985,cooling_rate_series,92,5,3,1600,4,10,13.4,87.2,7.9,8.3,7.7,0.96,0.5,12.41,6.21,6.21,0.1,2.6,547.9,312.1
CER-986,cooling_rate_series,92,5,3,1600,4,10,13.5,86.5,8,9,8.9,1.21,0.5,12.94,6.47,6.47,0.1,2.52,524,304.4
CER-987,cooling_rate_series,92,5,3,1600,4,10,13.6,86.3,8.5,8.5,8.6,1.29,0.5,12.92,6.46,6.46,0.1,2.5,491.7,303.5
CER-988,cooling_rate_series,92,5,3,1600,4,10,13.7,87.6,7.6,7.8,9.4,1.06,0.5,12.82,6.41,6.41,0.1,2.62,503.3,303.6
CER-989,cooling_rate_series,92,5,3,1600,4,10,13.8,86.4,8.3,8.7,7.1,1.55,0.5,13.36,6.68,6.68,0.1,2.3,504.6,314
CER-990,cooling_rate_series,92,5,3,1600,4,10,14,87.3,8.6,8.4,8.4,1.54,0.5,13.31,6.65,6.65,0.1,2.75,465.1,307.1
CER-991,cooling_rate_series,92,5,3,1600,4,10,14.1,88.3,8.6,8.1,8,1.4,0.5,12.11,6.05,6.05,0.1,2.86,533.8,310.3
CER-992,cooling_rate_series,92,5,3,1600,4,10,14.2,86.1,8.1,8.3,8.1,1.35,0.5,13.32,6.66,6.66,0.1,2.31,488.3,301.1
CER-993,cooling_rate_series,92,5,3,1600,4,10,14.3,88.5,8.7,8.6,8.4,1.1,0.5,12.42,6.21,6.21,0.1,2.75,563.2,309.4
CER-994,cooling_rate_series,92,5,3,1600,4,10,14.4,87.3,9.4,8.4,8.3,0.86,0.5,12.88,6.44,6.44,0.1,2.56,553,304.5
CER-995,cooling_rate_series,92,5,3,1600,4,10,14.5,86.4,7.9,7.7,9,0.92,0.5,12.82,6.41,6.41,0.1,2.83,512.2,300.3
CER-996,cooling_rate_series,92,5,3,1600,4,10,14.6,87.9,8,9.5,8.9,1.55,0.483,13.88,6.94,6.94,0.1,2.62,446.2,292.9
CER-997,cooling_rate_series,92,5,3,1600,4,10,14.7,86.9,7.7,8.8,8.1,1.01,0.5,13.16,6.58,6.58,0.1,2.69,499.6,306.1
CER-998,cooling_rate_series,92,5,3,1600,4,10,14.8,87.2,8.4,8,8.1,1.2,0.5,13.84,6.92,6.92,0.1,2.6,495.3,301.1
CER-999,cooling_rate_series,92,5,3,1600,4,10,14.9,86.8,8,7.7,9.4,1.05,0.5,13.28,6.64,6.64,0.1,2.38,493.1,295.4
CER-1000,cooling_rate_series,92,5,3,1600,4,10,15,88.5,8,7.7,8,1.5,0.5,12.94,6.47,6.47,0.1,2.92,508.1,302.1
CER-1001,factorial_design,97,2,1,1550,2,10,5,85.6,2.8,3.3,3.1,0.5,0.5,14.25,5.7,8.55,2.31,2.8,568.1,299.8
CER-1002,factorial_design,97,2,1,1550,5,10,5,88.7,2.5,5.1,2.3,1.38,0.442,10.18,5.6,4.58,1.39,2.9,572.3,347.1
CER-1003,factorial_design,97,2,1,1550,8,10,5,93.5,4,5.1,2.9,1.48,0.462,7.66,5.37,2.3,1.33,2.68,674.5,363.1
CER-1004,factorial_design,97,2,1,1625,2,10,5,90.9,4,4.5,1.1,1.26,0.441,13.86,5.55,8.32,0.1,2.36,511.7,314.6
CER-1005,factorial_design,97,2,1,1625,5,10,5,94.5,4,5.4,0.4,1.54,0.491,10.17,5.59,4.57,0.1,2.42,630.8,346.1
CER-1006,factorial_design,97,2,1,1625,8,10,5,93.4,5,6.5,0.8,2.48,0.387,6.56,4.59,1.97,0.1,2.7,713.6,372.6
CER-1007,factorial_design,97,2,1,1700,2,10,5,98.2,5,6.6,0,1.91,0.5,12.38,4.95,7.43,0.1,2.65,569,321.7
CER-1008,factorial_design,97,2,1,1700,5,10,5,98.7,5.8,8.1,0,2.61,0.5,8.64,4.75,3.89,0.1,2.99,672.8,365
CER-1009,factorial_design,97,2,1,1700,8,10,5,99,6.8,8.3,0,3.15,0.396,4.44,3.11,1.33,0.1,2.99,777.7,391.5
CER-1010,factorial_design,92,5,3,1550,2,10,5,83.7,6.6,9.7,5.8,0.5,0.5,14.84,5.94,8.9,2.47,2.73,526.5,291.3
CER-1011,factorial_design,92,5,3,1550,5,10,5,84.8,8.1,9.4,6,1.11,0.5,11.75,6.46,5.29,1.95,3.33,544.8,314
CER-1012,factorial_design,92,5,3,1550,8,10,5,87.7,8,10.9,5.3,1.65,0.401,7.82,5.48,2.35,1.07,2.87,663.6,347.7
CER-1013,factorial_design,92,5,3,1625,2,10,5,88.5,8.9,10.4,4.5,0.87,0.5,14.2,5.68,8.52,0.1,2.77,538.2,303.1
CER-1014,factorial_design,92,5,3,1625,5,10,5,89.2,9.1,11.3,4,1.42,0.5,9.29,5.11,4.18,0.1,2.72,662.5,341.6
CER-1015,factorial_design,92,5,3,1625,8,10,5,90.2,9.6,11.1,2.8,2.34,0.396,7.33,5.13,2.2,0.1,2.91,725.8,361.3
CER-1016,factorial_design,92,5,3,1700,2,10,5,90.3,9.8,11.3,1.4,1.83,0.5,12.66,5.06,7.6,0.1,2.43,540.8,321
CER-1017,factorial_design,92,5,3,1700,5,10,5,93.1,9.1,11.8,0.6,2.8,0.5,7.88,4.33,3.55,0.1,2.93,680.7,367.5
CER-1018,factorial_design,92,5,3,1700,8,10,5,94.4,11,13.5,0.7,3.05,0.489,5.39,3.77,1.62,0.1,2.87,753.7,380.3
CER-1019,factorial_design,85,10,5,1550,2,10,5,77.5,13.2,17.5,10.8,0.68,0.5,15.25,6.1,9.15,2.05,2.7,483.6,274.8
CER-1020,factorial_design,85,10,5,1550,5,10,5,79.7,13.1,18.5,9.6,1,0.5,10.7,5.88,4.81,2.07,2.85,561.1,313.9
CER-1021,factorial_design,85,10,5,1550,8,10,5,79.8,14.1,20,9.4,1.4,0.455,7.18,5.02,2.15,0.77,3.17,655.5,334.5
CER-1022,factorial_design,85,10,5,1625,2,10,5,82.4,13.3,18.5,8.8,1.02,0.458,13.27,5.31,7.96,0.1,2.7,499.5,298.9
CER-1023,factorial_design,85,10,5,1625,5,10,5,83.4,13.1,19.9,8.2,1.56,0.498,10.6,5.83,4.77,0.1,2.54,564.2,323.6
CER-1024,factorial_design,85,10,5,1625,8,10,5,84,15,20,8.2,2.73,0.366,5.15,3.6,1.54,0.1,3.39,722.5,370.5
CER-1025,factorial_design,85,10,5,1700,2,10,5,84.9,13.8,19.9,6.4,1.77,0.5,12.5,5,7.5,0.1,3.14,547.8,309.7
CER-1026,factorial_design,85,10,5,1700,5,10,5,85.3,15,20,6,2.45,0.44,9.53,5.24,4.29,0.1,2.86,610.3,339.8
CER-1027,factorial_design,85,10,5,1700,8,10,5,88.2,15,20,5.1,2.92,0.5,3.88,2.72,1.17,0.1,3.06,781.5,389.7
CER-1028,random_validation,96.56,2.85,0.59,1648.5,2.9,19.3,12.8,94.9,1.2,5.9,3.5,0.94,0.5,14.16,6.33,7.83,0.1,2.58,531.4,305.7
CER-1029,random_validation,91,6.12,2.89,1556.7,7.4,8.7,3.7,85.1,9.1,12.4,4.3,1.6,0.336,7.64,5.11,2.53,0.8,2.8,684.5,347.1
CER-1030,random_validation,90.94,4.54,4.53,1680.5,3.6,18.3,6.6,90.4,12.9,10.4,2.9,1.77,0.5,11.39,5.48,5.92,0.1,2.83,572.4,327.3
CER-1031,random_validation,89.21,6.17,4.62,1528.2,5.7,14.9,13.1,81.8,11.5,9.4,10.8,0.5,0.5,12.69,7.45,5.24,2.7,3.38,593.3,293.8
CER-1032,random_validation,85.79,10.61,3.6,1549.7,3.7,12.3,5.7,78.1,8.7,18.2,11.9,0.62,0.5,13.05,6.33,6.72,1.94,2.63,532.7,287.8
CER-1033,random_validation,87.15,7.64,5.21,1507.7,7.1,8.4,5.2,80,12.7,13.8,10.3,1.06,0.272,9.58,6.27,3.31,3.75,3.24,557.8,328.2
CER-1034,random_validation,92.02,3.13,4.85,1669.6,5.5,13.2,10.7,94.4,13.6,7.6,3.8,2.05,0.5,10.59,6.06,4.53,0.1,2.65,568.9,331.8
CER-1035,random_validation,88.04,6.43,5.53,1670.2,6.3,15.3,10.5,88.1,14.4,14,6,2.38,0.5,9.9,6.11,3.79,0.1,2.96,585.5,338.9
CER-1036,random_validation,95.08,1.67,3.26,1606.8,3.4,5.4,10.8,90.7,9.9,3.4,4.9,1.1,0.5,12.57,5.93,6.63,0.1,2.56,545.3,316.3
CER-1037,random_validation,94.29,1.86,3.85,1588.5,6.2,8.6,11.6,90.5,11.1,3.6,4.6,1.83,0.447,9.67,5.9,3.78,0.1,2.41,603.6,331.7
CER-1038,random_validation,91.59,2.67,5.74,1528,6.3,8.5,8.9,84.4,14.8,4.4,6.7,1.32,0.446,9.45,5.81,3.64,2.78,3.11,550.6,332.8
CER-1039,random_validation,91.25,3.7,5.05,1692.6,6.2,10.3,6.2,91.4,15,10.9,1.9,2.45,0.488,8.24,5.01,3.23,0.1,3.05,669.1,350.4
CER-1040,random_validation,92.01,6.28,1.72,1590.1,7.1,14.2,4.6,88,5.8,14.2,5.5,1.91,0.475,8.23,5.37,2.86,0.1,3.06,638.5,346.9
CER-1041,random_validation,91.93,6.84,1.22,1637.1,4.7,15.9,12.4,88.7,5.2,13.4,7.2,1.8,0.5,12.66,6.76,5.9,0.1,2.68,486.8,306.8
CER-1042,random_validation,93.73,4.14,2.13,1591.5,3.4,13.4,5.9,87.5,6.1,8.8,3.8,1.07,0.5,12.41,5.82,6.58,0.1,2.64,554.9,322.6
CER-1043,random_validation,91.24,6.74,2.01,1503.1,4.7,18.7,14.8,82.9,3.8,9.8,12,0.5,0.5,15.09,8.04,7.05,4.39,2.81,493.4,270.3
CER-1044,random_validation,94.08,4.35,1.58,1644.9,8,8.7,8.4,94.7,6.6,10.6,2.3,2.68,0.367,6.66,4.66,2,0.1,2.6,717.8,366.4
CER-1045,random_validation,92.53,3.9,3.57,1507,5.1,9.7,13,85,8.9,5.7,9.7,0.5,0.437,13.8,7.63,6.17,4.06,3.11,544.4,290.3
CER-1046,random_validation,87.21,10.95,1.84,1614.2,7.9,7.6,5.7,85.4,5.9,20,7.9,2.64,0.498,5.98,4.17,1.81,0.1,2.9,667.3,356.7
CER-1047,random_validation,92.6,2.88,4.52,1598.4,6.6,18.6,3.1,87.4,12.6,7.6,0.7,1.31,0.465,9.03,5.7,3.32,0.1,2.32,661.5,354.4
CER-1048,random_validation,89.54,4.92,5.54,1541.6,6.6,7,13.2,84.1,15,7.6,10.2,1.14,0.44,11.48,7.22,4.27,2.06,2.69,547.6,317.6
CER-1049,random_validation,93.53,3.45,3.01,1673.9,6.1,17.6,8.1,91.4,9.7,9.1,3.2,1.72,0.5,10.18,6.16,4.02,0.1,2.95,582.4,343.2
CER-1050,random_validation,86.63,7.9,5.47,1593.4,4.8,18.5,2.1,82.9,14.3,15.7,7.3,0.91,0.5,10.16,5.5,4.66,0.1,2.84,657.4,327.2
CER-1051,random_validation,91.92,6,2.09,1671.5,4.9,14,10.3,90.6,6.5,12.4,5.6,1.75,0.5,12.41,6.76,5.65,0.1,2.31,531.8,306.9
CER-1052,random_validation,92.65,4.04,3.31,1511.5,6,12.3,14,85.4,8,6,9.5,0.5,0.5,11.92,7.18,4.74,3.64,3.05,621.5,315.8
CER-1053,random_validation,89.17,5.78,5.05,1580.9,4.8,10.5,3.9,84.1,13.7,10.8,5.8,1.01,0.47,9.65,5.21,4.43,0.1,2.65,622.7,343.4
CER-1054,random_validation,92.8,5.46,1.73,1560.3,7.7,13.1,2.4,87.6,5.2,11.2,3.6,1.66,0.396,7.44,5.1,2.34,0.28,2.98,709.5,364.7
CER-1055,random_validation,96.5,2.68,0.82,1515.8,2.6,14.7,8.9,87.9,0.8,3.1,5.8,0.5,0.5,15.59,6.71,8.88,4.09,2.61,524,283.1
CER-1056,random_validation,89.65,6.65,3.7,1688.1,4.8,14.5,6.4,89.4,11.6,13.7,3.8,1.8,0.5,10.67,5.77,4.9,0.1,2.26,585.1,331.3
CER-1057,random_validation,93.99,3.71,2.29,1510.9,5.5,11.3,6.8,84.9,6.2,6.7,5.9,1.23,0.5,11.23,6.48,4.75,3.72,3.16,506.8,326.4
CER-1058,random_validation,94.21,2.94,2.85,1546.5,2.4,12.8,9.2,84.6,7.4,4.4,6.6,0.62,0.5,15.55,6.54,9.02,2.35,2.82,481.3,290.4
CER-1059,random_validation,91.86,4.87,3.27,1664.3,5,14.2,8.8,91.3,10,10.6,4.2,1.51,0.5,10.76,5.94,4.82,0.1,2.78,617.5,334
CER-1060,random_validation,88.59,6.77,4.64,1672.6,3.8,7.7,9.8,88,13.3,14,5.9,2.16,0.5,11.33,5.58,5.76,0.1,2.69,579.1,329.5
CER-1061,random_validation,86.1,4.85,9.05,1519,3.2,12.1,14.7,76.4,15,5.5,12,0.5,0.5,16.32,7.53,8.79,3.81,2.56,491.7,266.9
CER-1062,random_validation,89.09,6.88,4.03,1519.8,7.5,12.1,12.1,81.9,10.7,11.8,11.1,1.39,0.5,9.84,6.65,3.19,2.13,2.98,563.8,324.6
CER-1063,random_validation,90.96,3.01,6.03,1627.3,6.3,7.6,12,88.7,15,6.9,5.4,1.76,0.478,9.03,5.56,3.47,0.1,3.27,629.3,345.3
CER-1064,random_validation,85.92,9.37,4.7,1597.5,6.9,6.1,4.8,83.2,14.2,18.5,8,1.84,0.437,7.1,4.57,2.53,0.1,2.89,689.3,343.4
CER-1065,random_validation,93.97,5.38,0.65,1672.3,7.1,9.5,12.5,93,3.5,11.6,4.1,2.69,0.5,7.75,5.09,2.66,0.1,2.71,637.6,364.3
CER-1066,random_validation,88.45,10.02,1.53,1533.1,2.9,7.9,11.8,79,3.4,16.9,12,0.54,0.5,14.79,6.58,8.21,3.23,2.82,534.7,276.4
CER-1067,random_validation,90.92,6.96,2.13,1598.8,2.2,11.1,11.2,83.8,6.2,10.7,8.8,0.72,0.5,15.98,6.58,9.39,0.1,2.44,467,276.6
CER-1068,random_validation,91.47,5.61,2.92,1644.3,6.3,10.4,10,91,9.7,12.2,5.9,2.19,0.483,8.28,5.08,3.2,0.1,2.9,632.7,348.2
CER-1069,random_validation,92.54,4.15,3.31,1516.3,5.3,18.6,14.9,84,8.5,4.7,10.1,0.5,0.5,14.56,8.25,6.31,3.49,2.75,520.8,287.2
CER-1070,random_validation,93.57,3.56,2.87,1662.6,3.7,11.2,13.1,92.7,9.1,6.5,5.6,1.68,0.5,12.27,5.93,6.34,0.1,2.49,555.6,311.4
CER-1071,random_validation,90.37,5.09,4.54,1521.6,2.7,6,5,82.9,11.4,8.2,7.6,0.5,0.5,14,6.08,7.92,3.94,2.83,554,286
CER-1072,random_validation,89.3,9.1,1.6,1536.4,2.5,8.7,2.5,80.6,2.5,15.9,8.9,0.5,0.499,13.08,5.54,7.54,2.85,2.32,603.6,299.3
CER-1073,random_validation,89.47,5.02,5.51,1511.5,5.8,9.6,4.8,81.3,14.4,8.8,7.9,1.03,0.5,11.66,6.86,4.8,3.46,3.09,524.7,320.5
CER-1074,random_validation,92.1,6.89,1.01,1608.5,6.8,14.6,14.5,88.9,4.8,12.3,8.1,1.64,0.5,9.69,6.2,3.49,0.1,3.26,605.9,330.1
CER-1075,random_validation,90.31,5.38,4.31,1542.7,3.3,7,10.8,81.8,10.9,8,9.3,0.83,0.493,13.6,6.31,7.29,2.36,2.69,472.2,291
CER-1076,random_validation,95.31,3.27,1.42,1541.8,6.8,19.8,2.6,88.7,3.7,6.8,2.5,0.81,0.5,9.02,5.76,3.26,1.66,2.98,692.6,341
CER-1077,random_validation,85.49,7.57,6.95,1561.6,2.7,10.6,12.5,78.8,15,12.1,11.6,0.66,0.5,15.13,6.56,8.56,1.54,2.67,459,275.1
CER-1078,random_validation,95.64,1.8,2.55,1531.3,6.2,7,14.6,88.5,6.8,1.5,7.2,1.21,0.5,11.46,7.01,4.44,2.46,2.68,549.8,319.9
CER-1079,random_validation,93.96,3.29,2.75,1521.3,3.6,12,10.6,84.7,6.6,3.7,7.5,0.5,0.5,14.15,6.8,7.35,3.69,3.15,532.8,284.3
CER-1080,random_validation,91.25,4.31,4.44,1581.7,2.6,15.6,14.1,84.8,11.6,5.6,9.2,0.63,0.5,15.31,6.55,8.76,0.63,2.59,510.6,288.4
CER-1081,random_validation,92.5,6.25,1.25,1557.3,3.7,5.4,4.4,87,2.7,10.8,5.7,1.2,0.493,11.93,5.76,6.17,1.42,2.6,538.3,321.6
CER-1082,random_validation,96.27,2.96,0.77,1621.6,6.6,6.4,5.6,93.2,4.3,7.5,1.4,2.38,0.471,7.67,4.85,2.82,0.1,2.7,660.4,354.8
CER-1083,random_validation,85.65,12.24,2.12,1590,3.5,5.4,2.5,81.1,6.4,20,10,1.46,0.5,12.46,5.92,6.54,0.1,2.94,502.2,300.2
CER-1084,random_validation,89.14,7.87,2.98,1651.2,4.4,11.9,2.2,87.7,9.2,16.2,4.7,1.82,0.472,9.5,4.94,4.56,0.1,2.68,614.2,338.8
CER-1085,random_validation,90.1,6.24,3.66,1663.6,3.7,9.7,6,88.7,10.3,13.9,3.8,1.74,0.495,10.67,5.16,5.51,0.1,2.66,581.8,326.2
CER-1086,random_validation,92.54,5,2.46,1553.2,7.7,10.1,5.9,86.7,6.8,9.9,5.9,1.68,0.469,7.43,5.07,2.36,0.69,2.89,652.8,345.9
CER-1087,random_validation,87.69,6.43,5.89,1541.5,4.5,17.9,2.8,80,14.5,11.8,8,0.5,0.5,12.9,6.75,6.14,2.31,3.36,630.3,304.5
CER-1088,random_validation,90.53,7.58,1.89,1562.2,2.8,7.3,5.4,84.2,4.6,14,8.3,0.62,0.5,12.81,5.66,7.14,1.61,3.23,558.2,298.8
CER-1089,random_validation,93.64,4.74,1.62,1672.5,5.5,14.5,8.2,92.5,5.8,11.8,3,1.86,0.5,10.08,5.78,4.3,0.1,2.86,613.5,349.2
CER-1090,random_validation,95.72,3.63,0.65,1549.3,4.4,15.1,6.2,86.7,0.8,6.5,4.3,0.65,0.5,12.21,6.34,5.87,1.93,2.34,574,313.7
CER-1091,random_validation,88.25,7.77,3.98,1622.3,6.3,8.8,13.6,84.4,11.5,14.2,8.7,1.87,0.5,10,6.14,3.86,0.1,2.7,563.8,325.6
CER-1092,random_validation,94.35,2.08,3.57,1645.1,7.3,16.1,10,93.4,10,5.7,3.6,2.06,0.5,10.01,6.66,3.35,0.1,2.82,639.8,342.2
CER-1093,random_validation,88.74,4.87,6.39,1534.1,2.8,13.9,12.6,80.5,15,7.1,10.5,0.5,0.5,16.16,7.11,9.06,3.18,2.67,496,271
CER-1094,random_validation,95.31,1.87,2.82,1527.1,4.8,8.1,13.5,87.6,7.1,1.6,7,0.88,0.5,13.24,7.17,6.07,3.28,2.78,487.1,305.1
CER-1095,random_validation,85.28,12.5,2.23,1528.9,2.8,15.8,2.4,76.8,5.4,20,11.7,0.5,0.5,13.68,6.03,7.66,3.32,2.95,504.4,292.8
CER-1096,random_validation,88.62,9.27,2.11,1640.5,5.8,17.8,4,88.4,7.5,19.4,6.5,1.77,0.4,8.23,4.84,3.39,0.1,2.87,656.9,342.9
CER-1097,random_validation,88.5,10.24,1.25,1619.5,4.2,17.8,7.1,86.2,3.3,20,8.4,1.17,0.493,11.99,6.11,5.88,0.1,2.37,531.1,309.7
CER-1098,random_validation,96.65,1.16,2.19,1636.4,5.7,8.3,3.1,94.4,7.2,4.9,0,2.05,0.386,8.97,5.23,3.74,0.1,2.76,646.8,358.3
CER-1099,random_validation,89.95,4.56,5.49,1593.8,3.4,13.1,8,85.9,14.4,9.6,6.7,0.97,0.5,13.17,6.2,6.97,0.1,2.84,544.2,305.9
CER-1100,random_validation,89.76,3.71,6.53,1663.4,7.7,20,9.5,90.5,15,8.3,3.7,2.19,0.5,7.91,5.43,2.48,0.1,2.81,651.3,356
CER-1101,random_validation,87.16,6,6.83,1596.3,5.2,18,11.8,82.7,15,10.9,9.2,1.25,0.5,12.16,6.8,5.37,0.1,2.64,517.4,303.3
CER-1102,random_validation,87.09,11.22,1.69,1585.2,2.5,5.9,3.6,82.8,4,19.9,10,0.73,0.5,12.44,5.32,7.12,0.37,3.1,558.9,303
CER-1103,random_validation,85.98,5.83,8.19,1508.6,5.3,15,2,77.7,15,10.6,7.7,0.64,0.455,11.16,6.28,4.88,4.17,2.7,571.6,312.1
CER-1104,random_validation,89.72,8.69,1.59,1635.6,2.5,15.4,2.1,85.7,3.9,16.4,4.8,1.17,0.5,13.42,5.72,7.7,0.1,2.64,522.1,311.9
CER-1105,random_validation,96.4,2.78,0.82,1541.8,3.7,13.1,12.4,89.1,1.2,3.7,6,0.5,0.5,14.78,7.17,7.6,2.58,2.46,556.7,297.5
CER-1106,random_validation,95.62,3.83,0.55,1550.4,2.1,9.5,10.1,87.1,1.4,5.7,8.1,0.5,0.5,15.62,6.31,9.31,2.3,2.64,526.6,285.9
CER-1107,random_validation,87.21,7.89,4.9,1675,2.6,8.7,7,86.1,14.1,17.1,5.6,1.48,0.5,11.92,5.1,6.82,0.1,2.93,548.4,315.2
CER-1108,random_validation,94.01,2.41,3.58,1503.1,5.3,19.7,2.9,86.1,8,4.4,4.5,0.5,0.5,11.4,6.42,4.97,3.88,2.95,657.6,325.5
CER-1109,random_validation,91.56,6.03,2.41,1692.8,4,14.2,5.1,91.8,8.4,14.1,2.4,1.99,0.5,10.94,5.47,5.47,0.1,2.87,577.7,326.7
CER-1110,random_validation,96.61,1.71,1.68,1551.4,4.9,17.3,2.3,89.2,4.3,4,1.8,0.72,0.5,11.04,6.01,5.03,1.89,2.77,647.6,332.4
